sectors,keyword_en,keyword_es,keyword_pt
Biotecnología,spectroscopic analysis,analisis espectroscopico,análise espectroscópica
Agro,spices,especias,especiarias
Transversal,spiders,arañas,aranhas
Transversal,spores,esporas,esporos
Forestal,spruce,abeto,abeto
Energía,energy crop,cultivo energético,colheita energética
Energía,energy recovery,recuperación de energía,recuperação de energia
Agro,stem,tallo,tronco
Agro,straw,paja,canudo
Transversal,sugar acids,acidos de azucares,ácidos de açúcar
Transversal,sugar alcohols,alcoholes de azucares,álcoois de açúcar
Agro,sugar beets,remolachas azucareras,beterraba sacarina
Agro,sugar cane,caña de azucar,cana de açúcar
Agro,sugarcane,caña de azúcar,cana de açúcar
Agro,sugarcane bagasse,bagazo de caña de azúcar,bagaço da cana-de-açúcar
Agro,sunflower,girasol,girassol
Agro,sunflower oil,aceite de girasol,óleo de girassol
Transversal,sustainability transitions,transiciones de sostenibilidad,transições de sustentabilidade
Forestal,forest,bosque,floresta
Forestal,forest area,área forestal,área florestal
Forestal,forest biodiversity,biodiversidad forestal,biodiversidade florestal
Forestal,forest conversion,conversión forestal,conversão florestal
Forestal,forest degradation,degradación forestal,degradação florestal
Forestal,forest ecosystem,ecosistema forestal,ecossistema florestal
Forestal,forest farming,agricultura forestal,agricultura florestal
Forestal,forest land,tierras forestales,Área florestal
Forestal,forest product,producto forestal,produto florestal
Forestal,forest regrowth,rebrote forestal,regeneração florestal
Forestal,forest residue,residuos forestales,resíduo florestal
Forestal,forest resource,recurso forestal,recurso florestal
Forestal,forest restoration,restauración forestal,restauração florestal
Forestal,forest sector,sector forestal,setor florestal
Forestal,forest-based sector,sector forestal,setor de base florestal
Biotecnología,sustainable biorefinery,biorrefinería sostenible,biorrefinaria sustentável
Agro,sustainable food for farmed animals,alimentos sostenibles para animales de granja,alimentos sustentáveis ​​para animais de criação
Agro,sustainable food systems,sistemas alimentarios sostenibles,sistemas alimentares sustentáveis
Transversal,sustainable intensification,intensificación sostenible,intensificação sustentável
Transversal,sustainable land management,gestión sostenible de la tierra,gestão sustentável da terra
Transversal,sustainable use,uso sostenible,uso sustentável
Transversal,systemic approach,enfoque sistémico,abordagem sistêmica
Agro,tangerines,mandarinas,tangerinas
Transversal,oil plants,plantas oleaginosas,plantas oleaginosas
Turismo,terrestrial ecosystems,ecosistema terrestre,ecossistemas terrestres
Agro,territorial food strategies,estrategias alimentarias territoriales,estratégias alimentares territoriais
Transversal,thermodynamics,termodinamica,termodinâmica
Biotecnología,tissue conservation,conservacion de tejidos,conservação de tecidos
Biotecnología,tissue culture,cultivo de tejidos,cultura de tecidos
Biotecnología,tissue extracts,extractos de tejidos,extratos de tecidos
Transversal,tissues,tejidos,tecidos
Agro,tobacco,tabaco,tabaco
Transversal,tocopherol,tocoferol,tocoferol
Agro,tomato,tomate,tomate
Agro,tomatoes,tomates,tomates
Biotecnología,torrefaction,torrefacción,torrefação
Biotecnología,trace analysis,análisis de oligoelementos,análise de traços
Transversal,trace elements,oligoelemento,Vestigios
Transversal,trade-offs,compensaciones,compensações
Transversal,traditional and local knowledge,conocimientos tradicionales y locales,conhecimento tradicional e local
Transversal,traditional know-how,conocimiento tradicional,conhecimento tradicional
Transversal,traditional medicinal practice,práctica medicinal tradicional,prática medicinal tradicional
Transversal,traditional medicine,medicina tradicional,Medicina tradicional
Biotecnología,transesterification,transesterificación,transesterificação
Biotecnología,translocation,translocación,translocação
Forestal,non-timber forest product,producto forestal no maderable,produto florestal não madeireiro
Forestal,tree,árbol,árvore
Forestal,tree nursery,vivero forestal,viveiro de árvores
Transversal,ornamental plants,plantas ornamentales,plantas ornamentais
Forestal,trees,árbol,árvores
Forestal,trees,arboles,árvores
Transversal,trial design,diseño de ensayos,projeto experimental
Transversal,tropical,tropical,tropical
Residuos,organic waste,residuo orgánico,desperdício orgânico
Transversal,tropical fruits,frutas tropicales,frutas tropicais
Transversal,tropical regions,regiones tropicales,regiões tropicais
Transversal,tropical zones,zona tropical,zonas tropicais
Residuos,paper waste,residuos de papel,desperdício de papel
Agro,tuber legumes,legumbres de tuberculos,leguminosas tubérculos
Agro,agri-tech,tecnología agrícola,agrotecnologia
Agro,agrofood residue,residuos agroalimentarios,resíduo agroalimentar
Biotecnología,ultracentrifugation,ultracentrifugacion,ultracentrifugação
Biotecnología,vaccines,vacunas,vacinas
Transversal,valorisation,valorización,valorização
Transversal,value added product,producto con valor agregado,produto com valor agregado
Residuos,pulp waste,residuos de pulpa,resíduos de celulose
Transversal,value chains,cadenas de valor,cadeias de valor
Forestal,rainforest,selva,floresta tropical
Transversal,values of nature,valores de la naturaleza,valores da natureza
Agro,vegetable cultivation (operation),cultivo de hortalizas (operacion),cultivo de hortaliças (operação)
Agro,vegetable oils,aceite vegetal,óleos vegetais
Agro,vegetable oils,aceites vegetales,óleos vegetais
Agro,vegetables,hortalizas,vegetais
Agro,vegetables,verduras,vegetais
Transversal,pilot plant design,diseño de plantas piloto,projeto de planta piloto
Agro,vegetal biology,biologia vegetal,biologia vegetal
Agro,vegetal fibers,fibras vegetales,fibras vegetais
Agro,vegetal nutricion,nutricion vegetal,nutrição vegetal
Agro,vegetation,vegetación,vegetação
Agro,vegetation maps,mapa de vegetación,mapas de vegetação
Agro,vegetative life,vida vegetativa,vida vegetativa
Agro,vermicomposte,vermicomposta,vermicomposto
Transversal,vertebrates,vertebrados,vertebrados
Transversal,vine,enredadera,videira
Transversal,vineyard,viñedo,Vinhedo
Transversal,virus vaccines,vacunas de virus,vacinas contra vírus
Forestal,walnut,nogal,noz
Agro,soil organic carbon,carbono orgánico del suelo,carbono orgânico do solo
Agro,soil properties,propiedades del suelo,propriedades do solo
Transversal,water conservation,conservación del agua,conservação de água
Transversal,water conservation,conservacion del agua,conservação de água
Transversal,water eutrophication,eutrofizacion del agua,eutrofização da água
Transversal,water resources,recursos hídricos,recursos hídricos
Transversal,water security,seguridad hídrica,segurança hídrica
Transversal,water security,seguridad del agua,segurança hídrica
Transversal,water security index ,índice de seguridad hídrica (wsi),índice de segurança hídrica 
Transversal,wetland,humedal,zona húmida
Agro,wheat,trigo,trigo
Agro,wheat,trigo,trigo
Agro,wheat straw,paja de trigo,palha de trigo
Transversal,wild pollinator,polinizador salvaje,polinizador selvagem
Transversal,wild species,especies silvestres,espécies selvagens
Turismo,wild species watching,observación de especies silvestres,observação de espécies selvagens
Biotecnología,wine,vino,vinho
Forestal,wood,madera,madeira
Forestal,wood chip,astillas de madera,lascas de madeira
Forestal,wood fuel,combustible de madera,combustível de madeira
Residuos,waste biomass,biomasa residual,biomassa residual
Residuos,waste biorefinery,biorrefinería de residuos,biorrefinaria de resíduos
Residuos,waste recycling,reciclaje de residuos,Reciclagem de lixo
Residuos,waste valorization,valorización de residuos,valorização de resíduos
Forestal,wood pellet,bolita de madera,paletes de madeira
Forestal,wood pellets,pellets de madera,pellets de madeira
Transversal,world natural resources,recursos naturales mundiales,recursos naturais mundiais
Agro,yams,ñames,inhame
Agro,yams,batatas,inhame
Transversal,yeast,levadura,levedura
Agro,yucca,yuca,mandioca
Agro,zoologists,zoologos,zoólogos
Agro,zoology,zoologia,zoologia
Transversal,glycoalkaloids,glicoalcaloides,glicoalcalóides
Salud,hiv antibody,anticuerpo vih,anticorpo anti-HIV
Salud,humoral antibody,anticuerpo humoral,anticorpo humoral
Salud,ige antibody,anticuerpo ige,anticorpo ige
Salud,polyclonal antibody,anticuerpo policlonal,anticorpo policlonal
Salud,primary antibody,anticuerpo primario,anticorpo primário
Salud,secondary antibody,anticuerpo secundario,anticorpo secundário
Salud,serum-neutralizing antibody,anticuerpo neutralizante del suero,anticorpo neutralizante de soro
Salud,HIV antibody,anticuerpo contra el vih,Anticorpo HIV
Salud,antiantibody,antianticuerpo,antianticorpo
Salud,antibody against non-structural proteins,anticuerpo contra proteínas no estructurales,anticorpo contra proteínas não estruturais
Salud,antibody against pne,anticuerpo contra pne,anticorpo contra pne
Salud,phytoantibody,fitoanticuerpo,fitoanticorpo
Biotecnología,medically important antimicrobials,antimicrobianos de importancia médica,antimicrobianos clinicamente importantes
Transversal,bacterial anthrax,carbunco bacteriano,antraz bacteriano
Transversal,bacterial blight of cotton,tizón bacteriano del algodón,ferrugem bacteriana do algodão
Transversal,bacterial blight of grapevine,tizón bacteriano de la vid,mancha bacteriana da videira
Transversal,glycosilated tripeptide of mycobacteria,tripéptido glicosilado de micobacterias,tripéptido glicosilado de micobactérias
Transversal,glycosylated tripeptide of mycobacteria,tripéptido glicosilado de las micobacterias,tripéptido glicosilado de micobactérias
Salud,techniques based on the use of biomarkers,técnicas basadas en el uso de biomarcadores,técnicas baseadas no uso de biomarcadores
Agro,metarhizium biopesticide,biopesticida metarhizium,biopesticida metarhizium
Biotecnología,enzyme bioreactor,biorreactor enzimático,biorreator enzimático
Biotecnología,filter bioreactor,biorreactor de filtro,biorreator de filtro
Biotecnología,loop bioreactor,biorreactor de bucle,biorreator de loop
Biotecnología,membrane bioreactor,biorreactor de membrana,biorreator de membrana
Biotecnología,mesh bioreactor,biorreactor de malla,biorreator de malha
Biotecnología,photo-bioreactor,fotobiorreactor,fotobiorreator
Biotecnología,tank bioreactor,biorreactor de tanque,biorreator de tanque
Biotecnología,external circulation bioreactor,biorreactor de circulación externa,biorreator de circulação externa
Biotecnología,tank type bioreactor,biorreactor tipo tanque,biorreator tipo tanque
